name,type,color,sku,simples_skus,body_type,Color Description,description,neck,fingerboard,scale_length,body_material,pickups,bridge,tuning_machines,Options,msrp,visibility,country_of_manufacture,_attribute_set,_product_websites,custom_design,enable_googlecheckout,msrp_display_actual_price_type,msrp_enabled,options_container,price,short_description,status,tax_class_id,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided
Fiorano Standard,simple,VVB,FRGS-VVB,,semi_hollow_body,Vintage Violin Burst,The Fiorano Standard features a full hollow-chambered construction that provides a full rich tone and great sustain. You simply won't believe how good two dog-ear magnetic pickups integrated into a full hollow body construction can sound. The vintage dog-ear pickup design is the perfect compliment to the unique body construction providing versatile natural sounds. Together with the super-fast neck makes the Fiorano a perfect choice for playing any musical style.,Set Neck w/Hardrock Maple,22frets Rosewood,25.5in. / 635mm,Mahogany full chambered w/Spruce Top,Wilkinson W90 Dogear,Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,The Fiorano Standard features a full hollow-chambered construction that provides a full rich tone and great sustain. You simply won't believe how good two dog-ear magnetic pickups integrated into a full hollow body construction can sound. The vintage dog-ear pickup design is the perfect compliment to the unique body construction providing versatile natural sounds. Together with the super-fast neck makes the Fiorano a perfect choice for playing any musical style.,1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Fiorano Standard,simple,VGB,FRGS-VGB,,semi_hollow_body,Vintage Burgundy Burst,The Fiorano Standard features a full hollow-chambered construction that provides a full rich tone and great sustain. You simply won't believe how good two dog-ear magnetic pickups integrated into a full hollow body construction can sound. The vintage dog-ear pickup design is the perfect compliment to the unique body construction providing versatile natural sounds. Together with the super-fast neck makes the Fiorano a perfect choice for playing any musical style.,Set Neck w/Hardrock Maple,22frets Rosewood,25.5in. / 635mm,Mahogany full chambered w/Spruce Top,Wilkinson W90 Dogear,Tune-o-matic w/Italia Trapeze,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,The Fiorano Standard features a full hollow-chambered construction that provides a full rich tone and great sustain. You simply won't believe how good two dog-ear magnetic pickups integrated into a full hollow body construction can sound. The vintage dog-ear pickup design is the perfect compliment to the unique body construction providing versatile natural sounds. Together with the super-fast neck makes the Fiorano a perfect choice for playing any musical style.,1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Fiorano Standard,configurable,,FRGS,"FRGS-VGB,FRGS-VVB",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Muira,simple,MRD,MUG-MRD,,hollow_body,Metallic Red,"The beautifully designed Muira features a maple hollow body construction and custom made ‘cigar’ style acoustic bridge pickup, combined with two Neodymium pickups result in spectacular acoustic tone.",Set Neck w/Pearloid wrapped Hardrock Maple,22frets Rosewood,25.5in. / 635mm,Maple Full-Hollow Body w/Gold Pearloid,Italia NDs,Acoustic Piezo Bridge,Italia Machines,,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"The beautifully designed Muira features a maple hollow body construction and custom made ‘cigar’ style acoustic bridge pickup, combined with two Neodymium pickups result in spectacular acoustic tone.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Classic Bass,simple,BLSP,MRB-BLSP,,solid_body,Blue Sparkle,"Maranello basses boast a unique tonal spectrum from the strategically positioned pickups and unique string-to-body coupling from the massive bridge assembly. Features include ITALIA’s unique floating control plate, stop tail piece and bridge combination, and two Wilkinson Bass Humbuckers.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood,Wilkinson Bass Humbuckers,Combination,Italia Machines,Pearloid Back,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello basses boast a unique tonal spectrum from the strategically positioned pickups and unique string-to-body coupling from the massive bridge assembly. Features include ITALIA’s unique floating control plate, stop tail piece and bridge combination, and two Wilkinson Bass Humbuckers.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Classic Bass,simple,RDSP,MRB-RDSP,,solid_body,Red Sparkle,"Maranello basses boast a unique tonal spectrum from the strategically positioned pickups and unique string-to-body coupling from the massive bridge assembly. Features include ITALIA’s unique floating control plate, stop tail piece and bridge combination, and two Wilkinson Bass Humbuckers.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood,Wilkinson Bass Humbuckers,Combination,Italia Machines,Pearloid Back,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello basses boast a unique tonal spectrum from the strategically positioned pickups and unique string-to-body coupling from the massive bridge assembly. Features include ITALIA’s unique floating control plate, stop tail piece and bridge combination, and two Wilkinson Bass Humbuckers.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Classic Bass,simple,GDSP,MRB-GDSP,,solid_body,Gold Sparkle,"Maranello basses boast a unique tonal spectrum from the strategically positioned pickups and unique string-to-body coupling from the massive bridge assembly. Features include ITALIA’s unique floating control plate, stop tail piece and bridge combination, and two Wilkinson Bass Humbuckers.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood,Wilkinson Bass Humbuckers,Combination,Italia Machines,Pearloid Back,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello basses boast a unique tonal spectrum from the strategically positioned pickups and unique string-to-body coupling from the massive bridge assembly. Features include ITALIA’s unique floating control plate, stop tail piece and bridge combination, and two Wilkinson Bass Humbuckers.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Classic Bass,simple,BKSP,MRB-BKSP,,solid_body,Black Sparkle,"Maranello basses boast a unique tonal spectrum from the strategically positioned pickups and unique string-to-body coupling from the massive bridge assembly. Features include ITALIA’s unique floating control plate, stop tail piece and bridge combination, and two Wilkinson Bass Humbuckers.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Agathis Tonewood,Wilkinson Bass Humbuckers,Combination,Italia Machines,Pearloid Back,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello basses boast a unique tonal spectrum from the strategically positioned pickups and unique string-to-body coupling from the massive bridge assembly. Features include ITALIA’s unique floating control plate, stop tail piece and bridge combination, and two Wilkinson Bass Humbuckers.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Classic Bass,configurable,,MRB,"MRB-BKSP,MRB-GDSP,MRB-RDSP",solid_body,,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",Action adjustable Bolt on Neck w/Hardrock Maple,22fret Rosewood,25.5in. / 635mm,Agathis Tonewood,Wilkinson WVC Humbuckers w/Tap-coil,Tune-o-matic w/Italia Stop-bar,Italia Machines,Pearloid Back,1001,4,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"Maranello combines the flavor of the Sixties with the sound and playability demanded by todays modern musician.  The Alnico V “Vintage Voiced” Wilkinson Humbuckers mounted in their unique, floating pickguard provide a rich spectrum of tones. The whole Maranello product line are true workhorses -- exquisitely styled, yet built to survive the most rigorous gigging musicians schedule. If creamy-blues, thick jazz or sizzling rock is among your repertoire, then you should check these out. Many top artists already have, including virtuoso blues guitarist Chris Rea, who plays a Maranello Classic.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Z Bass,simple,IBL,MRBZ-IBL,,semi_hollow_body,Italia Blue,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Chambered Mahogany w/Maple Top,Piezo,Wooden Piezo,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
Maranello Z Bass,simple,IRD,MRBZ-IRD,,semi_hollow_body,Italia Red,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",Bolt on Neck w/Hardrock Maple,22fret Rosewood,34in /864mm,Chambered Mahogany w/Maple Top,Piezo,Wooden Piezo,Italia Machines,,1001,1,KR,Default,base,shopper/default,1,Use config,Use config,container1,901.01,"When Nicky Wire from the Manic Street Preachers needed something different for an acoustic gig, he came to ITALIA. The result of that was the Maranello Z bass. The Maranello Z Bass is the answer to the acoustic bass-player’s prayers. Pure acoustic tone from the Piezo bridge pickup, giving all the sonic warmth of a double bass, as well as amazing highs for funk and slap. The mahogany chambered body creates an unmatched depth of sound while remaining light weight, making it easier during those marathon gigs.",1,2,,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0
